claw_length_cm,size_cm,tail_length_cm,species
7.276,49.314,5.42,three_toed
5.201,49.657,3.698,three_toed
8.379,48.738,4.042,three_toed
7.546,50.151,3.213,three_toed
6.041,50.438,4.375,three_toed
6.418,50.962,5.259,three_toed
7.288,50.155,4.587,three_toed
5.564,50.841,4.93,three_toed
8.673,49.747,4.41,three_toed
7.625,50.124,3.718,three_toed
6.402,50.174,4.861,three_toed
8.092,50.527,2.234,three_toed
8.164,50.748,4.081,three_toed
6.445,49.334,4.593,three_toed
7.507,50.618,4.615,three_toed
6.987,49.649,5.398,three_toed
5.823,50.156,5.21,three_toed
7.246,49.588,5.211,three_toed
6.404,50.735,4.768,three_toed
8.634,50.007,7.016,three_toed
7.881,51.774,6.427,three_toed
7.115,50.98,4.56,three_toed
7.344,49.019,6.521,three_toed
9.621,50.91,5.072,three_toed
6.452,49.259,4.645,three_toed
7.642,50.464,5.773,three_toed
7.361,50.417,4.11,three_toed
8.659,49.665,6.512,three_toed
8.017,49.368,4.528,three_toed
5.237,48.849,5.355,three_toed
6.466,49.956,7.015,three_toed
7.467,50.265,3.884,three_toed
7.213,52.156,5.361,three_toed
9.603,50.252,2.955,three_toed
5.826,50.712,6.133,three_toed
8.315,49.75,3.671,three_toed
8.152,49.551,4.285,three_toed
5.695,49.836,5.329,three_toed
7.001,50.089,4.518,three_toed
6.869,51.853,5.172,three_toed
7.433,49.284,4.715,three_toed
7.115,49.49,6.412,three_toed
6.362,49.222,3.547,three_toed
7.26,50.029,4.131,three_toed
6.959,49.269,4.279,three_toed
7.544,50.788,5.945,three_toed
5.783,49.737,3.483,three_toed
8.751,51.939,6.285,three_toed
6.885,53.643,5.45,three_toed
8.945,50.529,5.68,three_toed
7.921,49.43,6.233,three_toed
8.459,48.157,4.63,three_toed
6.063,51.251,5.033,three_toed
9.268,49.823,6.147,three_toed
7.873,49.582,5.484,three_toed
8.175,49.892,4.822,three_toed
7.801,49.031,4.352,three_toed
9.702,49.654,5.838,three_toed
6.919,50.821,4.566,three_toed
5.397,50.114,5.144,three_toed
6.805,49.407,5.55,three_toed
8.364,49.864,4.796,three_toed
8.318,50.555,3.754,three_toed
5.943,48.484,6.579,three_toed
7.436,50.414,4.382,three_toed
8.981,48.917,6.649,three_toed
8.268,49.614,4.457,three_toed
7.784,50.155,3.873,three_toed
6.427,48.078,5.893,three_toed
7.126,51.532,3.595,three_toed
8.027,49.072,4.322,three_toed
7.721,50.307,5.84,three_toed
9.851,48.86,4.001,three_toed
9.294,50.387,4.234,three_toed
8.05,49.645,6.923,three_toed
8.472,48.511,4.164,three_toed
7.298,49.678,3.458,three_toed
7.474,52.163,5.445,three_toed
7.893,51.219,4.079,three_toed
9.38,50.499,4.837,three_toed
5.9,48.382,5.391,three_toed
8.734,51.135,6.557,three_toed
7.482,50.653,4.223,three_toed
7.592,48.472,3.628,three_toed
6.818,49.474,2.735,three_toed
7.033,50.552,5.206,three_toed
9.074,48.363,4.834,three_toed
7.695,48.996,5.202,three_toed
6.082,49.112,6.075,three_toed
8.396,49.567,4.322,three_toed
6.874,49.573,4.889,three_toed
6.624,51.063,4.502,three_toed
7.89,49.905,6.756,three_toed
8.772,49.589,5.059,three_toed
6.747,49.536,3.522,three_toed
6.872,50.785,3.651,three_toed
9.282,50.435,4.078,three_toed
7.134,48.996,5.896,three_toed
8.017,51.279,6.086,three_toed
7.215,49.932,5.139,three_toed
6.519,50.927,6.699,three_toed
8.869,50.212,4.822,three_toed
5.918,50.962,6.104,three_toed
7.026,51.376,6.432,three_toed
8.843,49.486,4.63,three_toed
7.851,50.038,5.311,three_toed
7.458,51.996,3.346,three_toed
8.215,49.792,5.088,three_toed
7.484,50.933,5.192,three_toed
7.564,51.271,4.85,three_toed
6.552,48.435,6.429,three_toed
6.69,50.379,2.218,three_toed
4.998,51.392,4.358,three_toed
6.033,50.435,3.63,three_toed
9.71,49.63,3.726,three_toed
7.81,50.52,4.635,three_toed
7.871,49.592,5.157,three_toed
6.195,50.46,6.327,three_toed
8.42,50.411,5.023,three_toed
9.073,50.518,6.299,three_toed
7.469,50.963,4.705,three_toed
8.466,50.34,5.275,three_toed
6.986,50.977,5.321,three_toed
6.711,50.345,5.37,three_toed
6.138,49.47,5,three_toed
7.321,51.083,7.523,three_toed
6.109,49.639,6.029,three_toed
8.301,49.677,6.101,three_toed
7.109,50.84,5.802,three_toed
8.171,50.719,4.493,three_toed
8.455,48.993,5.435,three_toed
5.853,51.452,5.736,three_toed
7.529,48.198,5.051,three_toed
6.322,51.036,4.965,three_toed
7.411,50.016,4.596,three_toed
7.94,51.33,4.9,three_toed
7.794,49.66,4.337,three_toed
9.153,49.98,4.578,three_toed
7.656,50.306,4.319,three_toed
6.911,50.202,5.436,three_toed
8.052,49.489,5.6,three_toed
7.435,49.071,5.14,three_toed
6.664,48.891,5.263,three_toed
8.061,50.31,6.411,three_toed
6.689,50.507,5.958,three_toed
6.958,51.803,6.305,three_toed
6.639,48.73,3.873,three_toed
8.658,51.028,5.683,three_toed
8.323,50.073,7.263,three_toed
6.752,47.986,5.057,three_toed
8.201,50.566,4.033,three_toed
6.693,48.347,5.909,three_toed
7.59,50.216,4.194,three_toed
9.136,48.362,5.556,three_toed
5.379,50.438,5.22,three_toed
7.159,48.469,4.827,three_toed
6.727,51.328,6.588,three_toed
8.481,52.137,5.643,three_toed
6.436,48.832,3.799,three_toed
7.794,49.71,6.097,three_toed
8.171,49.208,4.81,three_toed
9.219,47.38,5.116,three_toed
6.45,49.188,5.553,three_toed
8.547,47.744,4.748,three_toed
7.922,49.931,7.763,three_toed
9.132,48.04,5.598,three_toed
7.198,48.208,3.032,three_toed
7.931,50.339,5.339,three_toed
8.257,49.295,5.487,three_toed
8.013,47.575,5.985,three_toed
7.18,50.232,4.423,three_toed
7.319,48.563,4.681,three_toed
5.89,48.389,4.801,three_toed
8.067,51.028,4.157,three_toed
9.015,48.707,4.671,three_toed
5.872,49.238,4.804,three_toed
7.488,50.452,5.199,three_toed
8.134,50.038,4.584,three_toed
8.079,49.381,3.909,three_toed
6.783,50.114,5.019,three_toed
6.421,49.897,5.336,three_toed
7.506,50.069,7.001,three_toed
6.727,49.011,3.972,three_toed
6.572,49.808,5.137,three_toed
8.304,48.966,5.438,three_toed
8.517,50.4,6.762,three_toed
6.872,49.225,3.523,three_toed
7.321,49.294,4.67,three_toed
6.187,50.242,5.418,three_toed
6.27,50.108,4.482,three_toed
6.962,50.727,5.694,three_toed
6.517,50.964,4.592,three_toed
6.934,50.455,4.309,three_toed
8.074,50.586,4.541,three_toed
7.485,50.313,5.982,three_toed
8.613,50.042,2.819,three_toed
9.524,48.851,5.432,three_toed
6.542,50.863,3.301,three_toed
7.151,47.823,6.564,three_toed
8.125,50.106,4.042,three_toed
8.102,51.623,4.773,three_toed
8.592,48.721,5.292,three_toed
6.585,49.719,5.907,three_toed
6.645,49.743,5.693,three_toed
6.268,50.153,5.347,three_toed
6.998,49.415,4.502,three_toed
7.513,50.896,3.831,three_toed
7.067,50,4.21,three_toed
8.312,50.507,4.201,three_toed
8.386,50.904,3.996,three_toed
10.04,50.59,4.491,three_toed
6.845,50.146,4.853,three_toed
7.405,49.506,2.861,three_toed
9.261,48.314,6.022,three_toed
7.636,49.401,5.315,three_toed
6.712,48.873,5.132,three_toed
7.442,48.507,4.107,three_toed
7.363,50.142,5.067,three_toed
8.266,49.772,6.349,three_toed
6.126,49.195,5.975,three_toed
5.717,49.291,6.633,three_toed
6.645,51.078,6.112,three_toed
6.163,50.779,3.335,three_toed
9.059,50.047,5.32,three_toed
6.748,50.773,6.774,three_toed
6.234,49.607,5.004,three_toed
6.497,50.291,5.007,three_toed
9.479,49.036,3.733,three_toed
7.133,48.403,5.89,three_toed
8.7,51.309,5.451,three_toed
9.605,50.254,2.657,three_toed
6.718,51.424,4.133,three_toed
8.365,50.331,5.487,three_toed
6.413,49.75,4.537,three_toed
8.493,48.217,4.103,three_toed
7.549,49.662,5.621,three_toed
7.356,47.868,6.487,three_toed
5.812,49.561,3.716,three_toed
7.07,49.749,4.09,three_toed
7.716,49.565,5.301,three_toed
8.016,51.696,3.869,three_toed
7.827,48.489,5.93,three_toed
8.746,49.083,4.818,three_toed
7.655,51.07,6.255,three_toed
6.152,49.097,6.045,three_toed
7.445,49.45,6.06,three_toed
7.424,50.881,5.59,three_toed
6.075,48.704,6.208,three_toed
4.799,49.477,4.813,three_toed
8.974,50.424,3.636,three_toed
7.773,47.351,3.15,three_toed
8.634,49.647,4.814,three_toed
4.864,51.829,5.339,three_toed
8.84,50.495,4.861,three_toed
6.572,50.197,5.062,three_toed
8.146,49.605,5.71,three_toed
6.694,50.536,5.386,three_toed
6.653,47.984,4.794,three_toed
7.33,52.835,4.421,three_toed
7.359,49.822,5.857,three_toed
7.146,48.112,5.919,three_toed
8.818,49.634,5.33,three_toed
6.518,48.598,7.055,three_toed
7.255,50.561,4.449,three_toed
5.999,48.864,5.695,three_toed
5.73,51.069,5.43,three_toed
8.382,48.237,3.888,three_toed
6.632,51.194,6.187,three_toed
8.443,50.791,5.582,three_toed
6.706,49.771,3.071,three_toed
7.717,50.255,5.208,three_toed
9.002,48.927,5.352,three_toed
8.182,49.438,5.623,three_toed
10.161,48.421,4.79,three_toed
8.427,49.907,4.473,three_toed
7.076,49.276,5.612,three_toed
7.071,49.912,5.395,three_toed
6.656,48.806,3.861,three_toed
7.67,49.409,6.823,three_toed
7.873,50.355,3.337,three_toed
8.954,49.695,4.228,three_toed
7.182,48.685,4.489,three_toed
7.638,50.415,4.471,three_toed
7.989,49.042,4.661,three_toed
7.465,49.466,4.899,three_toed
5.785,50.179,5.373,three_toed
8.348,50.761,6.087,three_toed
6.147,48.85,4.616,three_toed
6.311,48.775,5.2,three_toed
8.875,49.806,5.411,three_toed
7.027,50.433,3.395,three_toed
9.703,48.409,5.261,three_toed
6.395,49.396,3.743,three_toed
7.19,49.792,3.457,three_toed
6.437,50.286,4.48,three_toed
6.628,51.342,4.273,three_toed
7.939,48.522,4.509,three_toed
7.427,51.08,4.654,three_toed
7.304,50.539,4.622,three_toed
8.088,49.923,3.524,three_toed
8.262,49.094,5.385,three_toed
8.277,50.937,5.415,three_toed
6.79,50.034,4.471,three_toed
8.217,49.011,3.533,three_toed
7.915,49.682,5.481,three_toed
6.975,49.589,5.65,three_toed
6.368,48.698,4.882,three_toed
8.244,50.404,5.039,three_toed
7.12,49.59,5.624,three_toed
5.436,49.198,4.637,three_toed
7.84,49.813,5.651,three_toed
7.506,49.739,5.804,three_toed
7.237,49.743,5.35,three_toed
8.333,49.892,5.014,three_toed
8.399,50.957,5.059,three_toed
7.102,50.392,4.221,three_toed
6.349,49.126,6.462,three_toed
6.365,50.907,4.677,three_toed
6.01,51.132,3.793,three_toed
7.292,49.677,4.784,three_toed
8.154,50.899,6.471,three_toed
7.195,49.905,4.855,three_toed
7.526,50.524,4.835,three_toed
8.227,49.78,5.286,three_toed
6.63,50.966,4.724,three_toed
7.284,47.19,4.925,three_toed
9.105,49.361,4.133,three_toed
7.678,50.434,3.955,three_toed
8.037,50.567,4.931,three_toed
8.72,50.188,4.513,three_toed
6.879,49.733,4.356,three_toed
8.096,50.031,4.451,three_toed
5.599,50.751,7.158,three_toed
8.564,50.884,4.568,three_toed
7.173,51.386,3.617,three_toed
7.228,48.849,6.082,three_toed
8.149,49.721,5.798,three_toed
6.77,50.642,4.751,three_toed
7.676,50.016,4.654,three_toed
9.855,51.121,5.573,three_toed
8.131,48.201,5.955,three_toed
7.6,50.77,5.853,three_toed
5.925,50.485,4.806,three_toed
7.247,47.991,5.58,three_toed
6.804,49.416,5.15,three_toed
7.602,47.146,5.352,three_toed
8.199,50.137,3.863,three_toed
7.971,49.577,5.141,three_toed
7.441,49.113,3.876,three_toed
7.636,49.203,3.855,three_toed
8.602,49.875,4.155,three_toed
7.924,50.065,5.777,three_toed
7.817,49.692,4.443,three_toed
6.463,49.462,3.57,three_toed
7.841,49.025,5.924,three_toed
8.826,48.108,4.337,three_toed
8.216,52.451,4.374,three_toed
7.365,50.171,4.151,three_toed
6.655,50.346,6.245,three_toed
7.608,48.942,6.668,three_toed
7.605,50.018,4.619,three_toed
6.684,48.969,4.828,three_toed
8.883,49.799,3.843,three_toed
8.133,50.258,5.785,three_toed
7.298,48.321,6.438,three_toed
6.956,48.481,4.493,three_toed
8.616,50.394,4.83,three_toed
8.132,49.726,4.1,three_toed
6.904,51.864,6.35,three_toed
6.217,50.666,5.743,three_toed
7.056,48.578,4.815,three_toed
9.32,51.833,6.294,three_toed
7.597,50.453,4.986,three_toed
7.66,51.37,4.157,three_toed
8.4,51.659,4.965,three_toed
6.273,48.753,5.281,three_toed
8.368,49.961,4.866,three_toed
7.5,49.889,5.614,three_toed
8.257,48.459,5.235,three_toed
6.488,48.601,5.873,three_toed
6.663,50.533,5.826,three_toed
5.352,49.778,4.414,three_toed
9.049,50.49,5.599,three_toed
5.973,50.266,4.048,three_toed
7.015,50.936,5.716,three_toed
7.157,48.89,4.398,three_toed
7.464,50.037,5.574,three_toed
5.784,51.357,5.987,three_toed
6.949,50.666,4.129,three_toed
6.718,51.1,5.002,three_toed
10.39,47.538,5.479,three_toed
6.607,50.555,4.936,three_toed
7.278,49.187,5.877,three_toed
6.372,52.389,5.167,three_toed
8.965,50.032,4.276,three_toed
7.415,51.528,4.98,three_toed
7.175,50.015,5.908,three_toed
5.702,49.413,5.829,three_toed
5.768,49.044,5.291,three_toed
4.444,49.956,4.225,three_toed
6.908,51.543,4.676,three_toed
6.511,48.541,5.395,three_toed
9.056,50.818,5.274,three_toed
6.422,50.94,4.612,three_toed
7.552,49.493,3.196,three_toed
7.338,50.529,4.572,three_toed
7.175,50.565,7.134,three_toed
5.837,50.305,3.804,three_toed
6.055,52.504,4.736,three_toed
5.69,50.194,4.101,three_toed
7.352,48.294,5.629,three_toed
9.156,49.117,4.416,three_toed
8.115,50.24,5.674,three_toed
7.961,50.749,5.026,three_toed
8.181,49.715,6.036,three_toed
8.898,50.73,6.06,three_toed
6.915,49.996,6.179,three_toed
6.779,50.986,4.714,three_toed
7.118,50.371,5.557,three_toed
7.166,49.701,5.033,three_toed
8.398,49.191,3.745,three_toed
7.891,48.442,4.397,three_toed
6.779,50.614,5.846,three_toed
7.437,50.808,7.664,three_toed
7.193,51.742,5.097,three_toed
10.117,49.958,6.19,three_toed
7.773,50.395,5.91,three_toed
6.654,49.698,4.553,three_toed
7.886,49.192,3.969,three_toed
5.722,51.121,3.782,three_toed
6.724,49.078,3.094,three_toed
7.622,50.36,4.064,three_toed
6.457,49.628,4.461,three_toed
8.276,49.896,5.771,three_toed
7.147,51.293,5.761,three_toed
8.292,50.551,4.141,three_toed
6.751,50.677,4.271,three_toed
7.588,51.863,4.149,three_toed
8.703,52.135,3.49,three_toed
5.766,49,4.219,three_toed
8.506,49.251,4.144,three_toed
9.071,50.495,4.807,three_toed
6.32,48.824,5.502,three_toed
7.931,50.211,5.067,three_toed
7.33,50.108,5.955,three_toed
7.338,51.015,4.652,three_toed
6.968,49.156,5.496,three_toed
6.501,51.487,5.05,three_toed
8.431,50.245,3.879,three_toed
8.294,50.347,5.441,three_toed
6.745,49.661,4.369,three_toed
5.86,49.863,4.389,three_toed
6.423,48.83,5.401,three_toed
5.215,49.473,5.056,three_toed
6.416,50.135,3.733,three_toed
9.229,48.123,5.548,three_toed
8.679,48.005,4.543,three_toed
9.677,49.111,4.829,three_toed
7.511,49.463,5.608,three_toed
9.276,50.115,4.87,three_toed
7.735,49.51,3.121,three_toed
7.246,49.399,5.496,three_toed
7.555,50.802,5.16,three_toed
8.022,50.327,4.017,three_toed
7.692,50.774,3.01,three_toed
6.644,49.654,4.953,three_toed
7.745,50.346,6.631,three_toed
4.929,49.379,5.648,three_toed
7.108,49.305,5.682,three_toed
8.139,49.842,4.522,three_toed
7.43,47.35,3.264,three_toed
8.078,49.279,4.43,three_toed
7.641,50.406,6.781,three_toed
8.022,50.643,6.251,three_toed
6.719,50.151,4.976,three_toed
10.138,49.534,3.714,three_toed
7.445,50.41,5.08,three_toed
7.068,51.746,5.049,three_toed
7.665,48.797,3.048,three_toed
8.834,51.36,5.006,three_toed
7.701,50.302,6.119,three_toed
8.472,50.725,5.052,three_toed
8.264,51.388,6.282,three_toed
8.245,49.46,4.69,three_toed
9.542,50.08,5.436,three_toed
7.146,51.245,4.886,three_toed
8.682,50.116,3.925,three_toed
7.421,49.463,5.948,three_toed
6.176,50.134,3.332,three_toed
7.772,50.637,4.008,three_toed
7.341,50.998,5.443,three_toed
7.017,51.299,6.833,three_toed
6.089,50.194,4.139,three_toed
6.038,48.548,4.858,three_toed
7.799,51.299,4.982,three_toed
7.325,49.121,6.324,three_toed
6.363,49.305,3.148,three_toed
5.856,49.308,4.884,three_toed
8.421,50.674,5.908,three_toed
7.172,49.686,4.793,three_toed
8.711,48.68,4.889,three_toed
8.997,49.621,4.854,three_toed
7.079,49.18,5.406,three_toed
8.374,50.19,5.537,three_toed
6.774,50.116,3.701,three_toed
9.118,51.046,4.093,three_toed
7.266,50.201,5.494,three_toed
6.66,51.454,3.94,three_toed
6.454,49.172,4.434,three_toed
8.662,50.566,4.818,three_toed
7.682,49.406,4.164,three_toed
8.583,49.615,3.024,three_toed
5.765,49.636,5.609,three_toed
9.091,52.169,5.855,three_toed
6.632,50.913,4.602,three_toed
8.098,50.483,5.194,three_toed
6.08,50.882,5.491,three_toed
7.051,50.782,4.823,three_toed
7.179,50.525,4.546,three_toed
8.928,50.601,4.404,three_toed
7.851,50.371,6.065,three_toed
6.685,50.116,5.892,three_toed
7.047,49.163,5.079,three_toed
7.256,52.371,6.453,three_toed
5.236,50.641,4.369,three_toed
8.395,49.527,6.77,three_toed
7.919,50.22,3.918,three_toed
8.601,49.438,3.824,three_toed
7.09,50.932,4.686,three_toed
7.099,48.852,3.352,three_toed
7.19,50.092,5.258,three_toed
6.326,49.545,3.964,three_toed
7.712,49.611,4.21,three_toed
8.448,50.152,5.855,three_toed
7.974,50.22,7.566,three_toed
8.713,47.519,6.03,three_toed
7.843,48.95,4.756,three_toed
7.929,49.317,5.75,three_toed
7.22,51.893,3.601,three_toed
9.154,49.685,4.477,three_toed
8.13,49.706,4.671,three_toed
9.915,50.542,6.027,three_toed
6.526,50.323,4.888,three_toed
7.249,49.811,5.042,three_toed
7.15,50.16,5.29,three_toed
6.525,49.274,5.253,three_toed
8.706,51.523,4.689,three_toed
7.116,50.376,5.077,three_toed
8.209,50.598,4.356,three_toed
8.078,50.447,6.24,three_toed
10.151,48.502,4.291,three_toed
8.739,50.283,3.119,three_toed
7.625,50.358,5.805,three_toed
8.774,50.541,5.149,three_toed
6.888,48.843,6.025,three_toed
8.786,50.844,6.186,three_toed
8.618,48.218,5.964,three_toed
8.153,50.961,5.059,three_toed
7.262,52.008,5.089,three_toed
8.499,50.552,4.186,three_toed
8.214,51.108,4.946,three_toed
6.525,49.835,3.59,three_toed
7.626,51.657,5.773,three_toed
7.15,49.968,6.082,three_toed
7.375,48.076,5.908,three_toed
7.628,49.988,4.425,three_toed
7.926,48.478,5.199,three_toed
7.696,49.155,3.597,three_toed
7.569,51.55,4.116,three_toed
7.753,51.316,4.57,three_toed
9.432,51.167,3.803,three_toed
6.486,51.246,3.626,three_toed
7.795,51.271,6.425,three_toed
7.475,50.231,4.833,three_toed
6.232,49.206,4.595,three_toed
7.124,50.323,4.917,three_toed
5.024,49.995,6.376,three_toed
8.014,49.947,5.792,three_toed
8.093,50.12,5.388,three_toed
8.079,51.625,5.061,three_toed
7.547,50.035,5.318,three_toed
7.438,50.059,5.46,three_toed
7.959,49.794,4.643,three_toed
8.531,48.429,4.258,three_toed
8.208,49.035,5.835,three_toed
6.873,48.45,3.834,three_toed
7.344,51.27,4.982,three_toed
5.642,51.918,5.538,three_toed
8.324,48.961,6.307,three_toed
5.294,50.337,5.362,three_toed
9.131,48.962,3.964,three_toed
6.698,49.443,3.494,three_toed
5.919,49.421,5.357,three_toed
7.35,51.033,6.622,three_toed
7.172,50.472,4.107,three_toed
9.149,49.191,5.013,three_toed
9.245,49.248,5.365,three_toed
6.817,49.896,6.504,three_toed
7.385,49.567,4.806,three_toed
6.961,48.297,4.628,three_toed
8.743,49.316,4.337,three_toed
5.944,50.334,5.337,three_toed
8.796,50.154,3.876,three_toed
7.321,49.14,4.968,three_toed
7.671,49.719,6.95,three_toed
6.01,48.016,4.754,three_toed
7.831,49.375,5.977,three_toed
7.806,50.431,2.946,three_toed
8.057,51.09,2.643,three_toed
8.788,51.465,5.944,three_toed
7.715,49.651,5.465,three_toed
9.189,49.021,4.958,three_toed
7.478,49.421,5.373,three_toed
7.691,52.05,1.238,three_toed
6.204,50.499,3.246,three_toed
8.39,49.103,5.321,three_toed
7.031,49.484,4.665,three_toed
7.72,49.743,6.541,three_toed
8.184,50.205,6.968,three_toed
7.726,49.561,5.233,three_toed
7.177,49.321,4.292,three_toed
5.419,50.503,4.075,three_toed
8.429,48.941,2.922,three_toed
7.042,52.359,6.983,three_toed
8.817,49.427,5.412,three_toed
9.046,50.554,5.018,three_toed
6.801,51.487,4.413,three_toed
8.221,49.581,4.693,three_toed
6.905,51.154,4.799,three_toed
8.166,50.066,3.541,three_toed
9.384,50.524,5.155,three_toed
7.948,48.721,8.072,three_toed
8.65,48.981,3.78,three_toed
7.679,49.68,6.629,three_toed
5.852,51.874,3.629,three_toed
8.104,49.345,6.202,three_toed
8.156,49.564,4.802,three_toed
6.258,48.833,5.676,three_toed
6.611,50.141,5.895,three_toed
7.551,50.256,4.39,three_toed
7.713,52.41,4.812,three_toed
8.777,51.722,5.075,three_toed
6.666,49.051,6.386,three_toed
7.272,51.887,2.333,three_toed
7.307,47.515,4.348,three_toed
5.809,51.054,7.044,three_toed
5.811,51.075,4.637,three_toed
8.412,49.535,2.925,three_toed
8.76,50.462,4.854,three_toed
7.117,49.894,3.999,three_toed
7.245,49.3,5.216,three_toed
8.827,49.646,3.964,three_toed
7.754,50.472,5.902,three_toed
9.149,50.576,2.705,three_toed
6.811,52.949,5.119,three_toed
7.062,51.192,5.193,three_toed
8.179,50.929,4.143,three_toed
9.728,49.945,7.189,three_toed
7.579,49.603,4.585,three_toed
8.315,50.506,4.199,three_toed
5.64,49.867,3.966,three_toed
7.231,49.842,4.3,three_toed
6.623,50.293,4.988,three_toed
7.676,51.176,5.294,three_toed
8.072,50.339,4.305,three_toed
8.055,49.318,4.451,three_toed
6.367,51.038,3.986,three_toed
6.793,48.2,4.431,three_toed
6.876,50.144,4.587,three_toed
5.603,50.45,3.743,three_toed
7.632,48.828,5.101,three_toed
7.888,49.513,3.926,three_toed
6.82,49.749,7.166,three_toed
6.571,49.999,3.317,three_toed
6.876,50.097,6.929,three_toed
8.308,49.454,2.779,three_toed
6.529,49.211,4.345,three_toed
6.18,49.209,4.865,three_toed
6.613,48.313,5.356,three_toed
8.332,48.843,5.241,three_toed
7.709,48.699,5.284,three_toed
7.755,50.952,6.584,three_toed
8.092,49.141,4.12,three_toed
6.991,50.495,5.901,three_toed
6.345,50.216,4.354,three_toed
6.998,49.472,6.148,three_toed
7.548,48.878,5.949,three_toed
6.866,50.166,4.817,three_toed
7.815,50.198,3.582,three_toed
8.846,50.416,5.674,three_toed
6.946,49.878,4.842,three_toed
7.039,49.843,5.896,three_toed
6.848,47.453,5.589,three_toed
7.727,49.628,3.86,three_toed
7.939,50.828,3.964,three_toed
6.94,48.986,4.642,three_toed
7.213,49.675,5.075,three_toed
8.359,49.977,6.447,three_toed
8.909,49.873,6.041,three_toed
6.815,49.367,5.122,three_toed
9.419,48.891,5.518,three_toed
6.827,48.878,5.672,three_toed
7.796,49.837,6.14,three_toed
7.048,49.922,3.822,three_toed
7.091,50.102,5.162,three_toed
8.3,50.375,4.293,three_toed
7.173,51.779,5.014,three_toed
7.856,49.435,1.362,three_toed
8.036,48.292,4.213,three_toed
6.801,50.193,4.994,three_toed
7.797,50.461,4.79,three_toed
6.982,50.845,4.431,three_toed
8.391,50.149,3.585,three_toed
9.183,48.893,3.398,three_toed
7.12,50.781,4.097,three_toed
6.414,50.665,6.739,three_toed
6.664,48.052,6.618,three_toed
8.601,50.303,5.479,three_toed
7.395,49.123,5.356,three_toed
8.133,50.09,3.726,three_toed
6.059,49.848,5.039,three_toed
8.794,50.189,4.737,three_toed
8.377,49.803,4.179,three_toed
8.326,47.651,5.557,three_toed
8.489,49.039,6.22,three_toed
8.611,52.568,3.758,three_toed
7.653,50.264,4.616,three_toed
8.454,50.091,5.225,three_toed
6.601,49.146,6.059,three_toed
6.874,48.407,5.093,three_toed
7.049,49.608,4.188,three_toed
6.819,49.385,4.064,three_toed
7.213,49.973,5.917,three_toed
8.792,51.397,4.903,three_toed
6.914,51.15,5.592,three_toed
7.451,51.362,5.758,three_toed
7.399,51.611,5.592,three_toed
6.42,50.205,4.518,three_toed
7.405,49.143,5.835,three_toed
10.058,49.463,3.889,three_toed
7.49,50.731,3.435,three_toed
6.802,50.662,4.879,three_toed
8.782,50.633,4.693,three_toed
8.055,49.006,6.638,three_toed
8.142,50.284,4.536,three_toed
7.779,49.493,5.227,three_toed
7.732,48.911,7.068,three_toed
6.918,50.365,5.151,three_toed
8.07,48.512,5.991,three_toed
6.381,48.427,5.782,three_toed
6.432,49.4,5.083,three_toed
6.105,48.774,5.14,three_toed
7.346,50.536,6.365,three_toed
8.844,49.518,5.098,three_toed
7.15,49.156,3.538,three_toed
6.97,50.49,4.274,three_toed
8.215,49.849,4.763,three_toed
6.746,49.665,3.356,three_toed
7.609,48.967,4.576,three_toed
7.322,47.782,5.386,three_toed
6.892,50.401,6.663,three_toed
7.158,50.98,5.02,three_toed
8.406,48.915,7.617,three_toed
8.184,47.892,3.864,three_toed
6.59,50.073,4.808,three_toed
7.093,50.62,4.381,three_toed
7.447,50.209,5.015,three_toed
6.797,51.399,5.393,three_toed
7.686,50.008,7.201,three_toed
7.648,48.118,3.042,three_toed
8.802,51.083,6.09,three_toed
6.774,48.492,3.481,three_toed
7.321,49.899,4.866,three_toed
7.291,50.22,6.803,three_toed
7.421,48.503,6.197,three_toed
7.778,50.291,6.33,three_toed
7.698,49.809,4.036,three_toed
8.237,50.706,4.504,three_toed
7.789,51.165,5.959,three_toed
6.077,49.014,4.143,three_toed
8.214,51.686,3.52,three_toed
7.004,51.298,6.391,three_toed
8.379,49.898,4.695,three_toed
8.105,51.065,3.396,three_toed
8.955,49.537,6.222,three_toed
6.379,51.667,6.877,three_toed
6.403,49.704,7.324,three_toed
7.296,50.861,4.674,three_toed
8.332,49.958,5.847,three_toed
8.2,49.708,4.821,three_toed
9.818,48.791,3.45,three_toed
7.993,49.926,4.6,three_toed
7.318,50.657,4.317,three_toed
7.667,50.129,3.927,three_toed
7.034,49.472,5.186,three_toed
7.347,49.103,4.076,three_toed
9.609,48.951,3.371,three_toed
8.591,49.679,3.986,three_toed
7.927,48.009,5.267,three_toed
9.967,50.056,4.723,three_toed
6.563,53.387,5.034,three_toed
7.701,50.08,4.592,three_toed
7.821,51.215,2.78,three_toed
6.374,49.227,5.519,three_toed
7.481,52.835,5.613,three_toed
6.476,50.738,4.381,three_toed
9.394,49.063,4.398,three_toed
8.467,47.964,5.815,three_toed
6.797,48.345,4.072,three_toed
7.805,50.95,6.087,three_toed
6.546,49.428,5.237,three_toed
10.123,50.877,4.12,three_toed
8.507,49.435,5.741,three_toed
6.587,50.859,6.51,three_toed
5.907,49.242,5.34,three_toed
9.655,51.173,5.437,three_toed
7.072,50.574,5.429,three_toed
8.012,50.011,4.194,three_toed
9.605,48.855,6.308,three_toed
6.427,50.818,5.662,three_toed
6.54,49.589,4.945,three_toed
8.14,51.714,4.02,three_toed
