,claw_length_cm,size_cm,specie,tail_length_cm
734,6.687,51.801,three_toed,5.071
735,8.239,50.164,three_toed,6.599
736,7.97,50.033,three_toed,5.281
737,6.246,52.758,three_toed,5.199
738,7.643,50.173,three_toed,4.482
739,8.129,49.262,three_toed,6.061
740,7.607,51.065,three_toed,3.87
741,7.41,50.694,three_toed,5.826
742,10.184,48.641,three_toed,4.99
743,6.242,47.945,three_toed,5.846
744,6.491,50.685,three_toed,4.159
745,7.292,49.573,three_toed,6.399
746,7.798,48.127,three_toed,5.094
747,5.951,52.399,three_toed,5.532
748,8.049,50.153,three_toed,5.006
749,7.035,48.382,three_toed,3.018
750,7.232,48.869,three_toed,5.028
751,8.02,50.797,three_toed,4.814
752,7.759,50.054,three_toed,3.522
753,7.876,48.991,three_toed,3.241
754,7.334,49.926,three_toed,4.722
755,7.744,49.526,three_toed,4.706
756,8.095,49.178,three_toed,4.506
757,8.596,49.921,three_toed,4.3
758,6.866,49.133,three_toed,4.176
759,5.332,50.037,three_toed,4.996
760,8.74,50.77,three_toed,5.292
761,8.799,48.872,three_toed,6.082
762,5.495,50.861,three_toed,4.147
763,6.681,49.769,three_toed,6.327
764,6.775,48.566,three_toed,6.181
765,8.749,48.542,three_toed,3.805
766,9.403,49.444,three_toed,3.191
767,8.279,50.743,three_toed,5.104
768,6.023,49.586,three_toed,6.293
769,7.375,49.658,three_toed,4.127
770,6.952,50.09,three_toed,6.772
771,5.839,49.312,three_toed,3.408
772,8.853,49.503,three_toed,5.117
773,8.578,50.753,three_toed,5.431
774,7.305,50.576,three_toed,3.607
775,7.648,50.976,three_toed,5.041
776,5.7,49.965,three_toed,4.939
777,7.582,50.146,three_toed,7.606
778,7.64,46.928,three_toed,5.409
779,8.943,48.647,three_toed,5.154
780,7.683,50.872,three_toed,5.327
781,8.165,50.698,three_toed,5.403
782,7.884,51.466,three_toed,5.127
783,8.74,50.231,three_toed,4.235
784,6.371,50.548,three_toed,2.722
785,5.343,52.162,three_toed,6.075
786,6.297,49.878,three_toed,4.004
787,5.459,48.994,three_toed,7.615
788,8.008,49.118,three_toed,5.007
789,6.277,49.319,three_toed,5.447
790,8.886,49.416,three_toed,3.018
791,6.971,51.382,three_toed,4.952
792,6.439,50.162,three_toed,5.788
793,9.163,48.412,three_toed,4.902
794,7.944,48.903,three_toed,6.895
795,6.265,50.774,three_toed,4.818
796,8.217,50.431,three_toed,4.391
797,7.602,50.501,three_toed,7.18
798,8.477,50.618,three_toed,4.039
799,7.399,49.622,three_toed,5.608
800,8.86,50.152,three_toed,5.425
801,8.204,49.211,three_toed,5.399
802,7.659,49.273,three_toed,5.084
803,9.164,48.832,three_toed,5.437
804,7.235,50.05,three_toed,5.797
805,6.273,49.958,three_toed,6.893
806,7.381,49.518,three_toed,4.49
807,7.172,48.587,three_toed,5.203
808,7.853,51.203,three_toed,5.706
809,8.915,51.006,three_toed,4.897
810,8.147,49.135,three_toed,5.286
811,7.343,51.826,three_toed,4.323
812,7.91,49.999,three_toed,5.085
813,7.267,50.001,three_toed,5.603
814,7.062,50.594,three_toed,5.517
815,8.482,49.347,three_toed,4.906
816,7.906,50.238,three_toed,4.708
817,7.819,50.102,three_toed,3.411
818,7.617,50.14,three_toed,5.361
819,5.619,50.968,three_toed,5.179
820,6.612,49.504,three_toed,4.926
821,7.276,49.314,three_toed,5.42
822,5.201,49.657,three_toed,3.698
823,8.379,48.738,three_toed,4.042
824,7.546,50.151,three_toed,3.213
825,6.041,50.438,three_toed,4.375
826,6.418,50.962,three_toed,5.259
827,7.288,50.155,three_toed,4.587
828,5.564,50.841,three_toed,4.93
829,8.673,49.747,three_toed,4.41
830,7.625,50.124,three_toed,3.718
831,6.402,50.174,three_toed,4.861
832,8.092,50.527,three_toed,2.234
833,8.164,50.748,three_toed,4.081
834,6.445,49.334,three_toed,4.593
835,7.507,50.618,three_toed,4.615
836,6.987,49.649,three_toed,5.398
837,5.823,50.156,three_toed,5.21
838,7.246,49.588,three_toed,5.211
839,6.404,50.735,three_toed,4.768
840,8.634,50.007,three_toed,7.016
841,7.881,51.774,three_toed,6.427
842,7.115,50.98,three_toed,4.56
843,7.344,49.019,three_toed,6.521
844,9.621,50.91,three_toed,5.072
845,6.452,49.259,three_toed,4.645
846,7.642,50.464,three_toed,5.773
847,7.361,50.417,three_toed,4.11
848,8.659,49.665,three_toed,6.512
849,8.017,49.368,three_toed,4.528
850,5.237,48.849,three_toed,5.355
851,6.466,49.956,three_toed,7.015
852,7.467,50.265,three_toed,3.884
853,7.213,52.156,three_toed,5.361
854,9.603,50.252,three_toed,2.955
855,5.826,50.712,three_toed,6.133
856,8.315,49.75,three_toed,3.671
857,8.152,49.551,three_toed,4.285
858,5.695,49.836,three_toed,5.329
859,7.001,50.089,three_toed,4.518
860,6.869,51.853,three_toed,5.172
861,7.433,49.284,three_toed,4.715
862,7.115,49.49,three_toed,6.412
863,6.362,49.222,three_toed,3.547
864,7.26,50.029,three_toed,4.131
865,6.959,49.269,three_toed,4.279
866,7.544,50.788,three_toed,5.945
867,5.783,49.737,three_toed,3.483
868,8.751,51.939,three_toed,6.285
869,6.885,53.643,three_toed,5.45
870,8.945,50.529,three_toed,5.68
871,7.921,49.43,three_toed,6.233
872,8.459,48.157,three_toed,4.63
873,6.063,51.251,three_toed,5.033
874,9.268,49.823,three_toed,6.147
875,7.873,49.582,three_toed,5.484
876,8.175,49.892,three_toed,4.822
877,7.801,49.031,three_toed,4.352
878,9.702,49.654,three_toed,5.838
879,6.919,50.821,three_toed,4.566
880,5.397,50.114,three_toed,5.144
881,6.805,49.407,three_toed,5.55
882,8.364,49.864,three_toed,4.796
883,8.318,50.555,three_toed,3.754
884,5.943,48.484,three_toed,6.579
885,7.436,50.414,three_toed,4.382
886,8.981,48.917,three_toed,6.649
887,8.268,49.614,three_toed,4.457
888,7.784,50.155,three_toed,3.873
889,6.427,48.078,three_toed,5.893
890,7.126,51.532,three_toed,3.595
891,8.027,49.072,three_toed,4.322
892,7.721,50.307,three_toed,5.84
893,9.851,48.86,three_toed,4.001
894,9.294,50.387,three_toed,4.234
895,8.05,49.645,three_toed,6.923
896,8.472,48.511,three_toed,4.164
897,7.298,49.678,three_toed,3.458
898,7.474,52.163,three_toed,5.445
899,7.893,51.219,three_toed,4.079
900,9.38,50.499,three_toed,4.837
901,5.9,48.382,three_toed,5.391
902,8.734,51.135,three_toed,6.557
903,7.482,50.653,three_toed,4.223
904,7.592,48.472,three_toed,3.628
905,6.818,49.474,three_toed,2.735
906,7.033,50.552,three_toed,5.206
907,9.074,48.363,three_toed,4.834
908,7.695,48.996,three_toed,5.202
909,6.082,49.112,three_toed,6.075
910,8.396,49.567,three_toed,4.322
911,6.874,49.573,three_toed,4.889
912,6.624,51.063,three_toed,4.502
913,7.89,49.905,three_toed,6.756
914,8.772,49.589,three_toed,5.059
915,6.747,49.536,three_toed,3.522
916,6.872,50.785,three_toed,3.651
917,9.282,50.435,three_toed,4.078
918,7.134,48.996,three_toed,5.896
919,8.017,51.279,three_toed,6.086
920,7.215,49.932,three_toed,5.139
921,6.519,50.927,three_toed,6.699
922,8.869,50.212,three_toed,4.822
923,5.918,50.962,three_toed,6.104
924,7.026,51.376,three_toed,6.432
925,8.843,49.486,three_toed,4.63
926,7.851,50.038,three_toed,5.311
927,7.458,51.996,three_toed,3.346
928,8.215,49.792,three_toed,5.088
929,7.484,50.933,three_toed,5.192
930,7.564,51.271,three_toed,4.85
931,6.552,48.435,three_toed,6.429
932,6.69,50.379,three_toed,2.218
933,4.998,51.392,three_toed,4.358
934,6.033,50.435,three_toed,3.63
935,9.71,49.63,three_toed,3.726
936,7.81,50.52,three_toed,4.635
937,7.871,49.592,three_toed,5.157
938,6.195,50.46,three_toed,6.327
939,8.42,50.411,three_toed,5.023
940,9.073,50.518,three_toed,6.299
941,7.469,50.963,three_toed,4.705
942,8.466,50.34,three_toed,5.275
943,6.986,50.977,three_toed,5.321
944,6.711,50.345,three_toed,5.37
945,6.138,49.47,three_toed,5
946,7.321,51.083,three_toed,7.523
947,6.109,49.639,three_toed,6.029
948,8.301,49.677,three_toed,6.101
949,7.109,50.84,three_toed,5.802
950,8.171,50.719,three_toed,4.493
951,8.455,48.993,three_toed,5.435
952,5.853,51.452,three_toed,5.736
953,7.529,48.198,three_toed,5.051
954,6.322,51.036,three_toed,4.965
955,7.411,50.016,three_toed,4.596
956,7.94,51.33,three_toed,4.9
957,7.794,49.66,three_toed,4.337
958,9.153,49.98,three_toed,4.578
959,7.656,50.306,three_toed,4.319
960,6.911,50.202,three_toed,5.436
961,8.052,49.489,three_toed,5.6
962,7.435,49.071,three_toed,5.14
963,6.664,48.891,three_toed,5.263
964,8.061,50.31,three_toed,6.411
965,6.689,50.507,three_toed,5.958
966,6.958,51.803,three_toed,6.305
967,6.639,48.73,three_toed,3.873
968,8.658,51.028,three_toed,5.683
969,8.323,50.073,three_toed,7.263
970,6.752,47.986,three_toed,5.057
971,8.201,50.566,three_toed,4.033
972,6.693,48.347,three_toed,5.909
973,7.59,50.216,three_toed,4.194
974,9.136,48.362,three_toed,5.556
975,5.379,50.438,three_toed,5.22
976,7.159,48.469,three_toed,4.827
977,6.727,51.328,three_toed,6.588
978,8.481,52.137,three_toed,5.643
979,6.436,48.832,three_toed,3.799
980,7.794,49.71,three_toed,6.097
981,8.171,49.208,three_toed,4.81
982,9.219,47.38,three_toed,5.116
983,6.45,49.188,three_toed,5.553
984,8.547,47.744,three_toed,4.748
985,7.922,49.931,three_toed,7.763
986,9.132,48.04,three_toed,5.598
987,7.198,48.208,three_toed,3.032
988,7.931,50.339,three_toed,5.339
989,8.257,49.295,three_toed,5.487
990,8.013,47.575,three_toed,5.985
991,7.18,50.232,three_toed,4.423
992,7.319,48.563,three_toed,4.681
993,5.89,48.389,three_toed,4.801
994,8.067,51.028,three_toed,4.157
995,9.015,48.707,three_toed,4.671
996,5.872,49.238,three_toed,4.804
997,7.488,50.452,three_toed,5.199
998,8.134,50.038,three_toed,4.584
999,8.079,49.381,three_toed,3.909
1000,6.783,50.114,three_toed,5.019
1001,6.421,49.897,three_toed,5.336
1002,7.506,50.069,three_toed,7.001
1003,6.727,49.011,three_toed,3.972
1004,6.572,49.808,three_toed,5.137
1005,8.304,48.966,three_toed,5.438
1006,8.517,50.4,three_toed,6.762
1007,6.872,49.225,three_toed,3.523
1008,7.321,49.294,three_toed,4.67
1009,6.187,50.242,three_toed,5.418
1010,6.27,50.108,three_toed,4.482
1011,6.962,50.727,three_toed,5.694
1012,6.517,50.964,three_toed,4.592
1013,6.934,50.455,three_toed,4.309
1014,8.074,50.586,three_toed,4.541
1015,7.485,50.313,three_toed,5.982
1016,8.613,50.042,three_toed,2.819
1017,9.524,48.851,three_toed,5.432
1018,6.542,50.863,three_toed,3.301
1019,7.151,47.823,three_toed,6.564
1020,8.125,50.106,three_toed,4.042
1021,8.102,51.623,three_toed,4.773
1022,8.592,48.721,three_toed,5.292
1023,6.585,49.719,three_toed,5.907
1024,6.645,49.743,three_toed,5.693
1025,6.268,50.153,three_toed,5.347
1026,6.998,49.415,three_toed,4.502
1027,7.513,50.896,three_toed,3.831
1028,7.067,50,three_toed,4.21
1029,8.312,50.507,three_toed,4.201
1030,8.386,50.904,three_toed,3.996
1031,10.04,50.59,three_toed,4.491
1032,6.845,50.146,three_toed,4.853
1033,7.405,49.506,three_toed,2.861
1034,9.261,48.314,three_toed,6.022
1035,7.636,49.401,three_toed,5.315
1036,6.712,48.873,three_toed,5.132
1037,7.442,48.507,three_toed,4.107
1038,7.363,50.142,three_toed,5.067
1039,8.266,49.772,three_toed,6.349
1040,6.126,49.195,three_toed,5.975
1041,5.717,49.291,three_toed,6.633
1042,6.645,51.078,three_toed,6.112
1043,6.163,50.779,three_toed,3.335
1044,9.059,50.047,three_toed,5.32
1045,6.748,50.773,three_toed,6.774
1046,6.234,49.607,three_toed,5.004
1047,6.497,50.291,three_toed,5.007
1048,9.479,49.036,three_toed,3.733
1049,7.133,48.403,three_toed,5.89
1050,8.7,51.309,three_toed,5.451
1051,9.605,50.254,three_toed,2.657
1052,6.718,51.424,three_toed,4.133
1053,8.365,50.331,three_toed,5.487
1054,6.413,49.75,three_toed,4.537
1055,8.493,48.217,three_toed,4.103
1056,7.549,49.662,three_toed,5.621
1057,7.356,47.868,three_toed,6.487
1058,5.812,49.561,three_toed,3.716
1059,7.07,49.749,three_toed,4.09
1060,7.716,49.565,three_toed,5.301
1061,8.016,51.696,three_toed,3.869
1062,7.827,48.489,three_toed,5.93
1063,8.746,49.083,three_toed,4.818
1064,7.655,51.07,three_toed,6.255
1065,6.152,49.097,three_toed,6.045
1066,7.445,49.45,three_toed,6.06
1067,7.424,50.881,three_toed,5.59
1068,6.075,48.704,three_toed,6.208
1069,4.799,49.477,three_toed,4.813
1070,8.974,50.424,three_toed,3.636
1071,7.773,47.351,three_toed,3.15
1072,8.634,49.647,three_toed,4.814
1073,4.864,51.829,three_toed,5.339
1074,8.84,50.495,three_toed,4.861
1075,6.572,50.197,three_toed,5.062
1076,8.146,49.605,three_toed,5.71
1077,6.694,50.536,three_toed,5.386
1078,6.653,47.984,three_toed,4.794
1079,7.33,52.835,three_toed,4.421
1080,7.359,49.822,three_toed,5.857
1081,7.146,48.112,three_toed,5.919
1082,8.818,49.634,three_toed,5.33
1083,6.518,48.598,three_toed,7.055
1084,7.255,50.561,three_toed,4.449
1085,5.999,48.864,three_toed,5.695
1086,5.73,51.069,three_toed,5.43
1087,8.382,48.237,three_toed,3.888
1088,6.632,51.194,three_toed,6.187
1089,8.443,50.791,three_toed,5.582
1090,6.706,49.771,three_toed,3.071
1091,7.717,50.255,three_toed,5.208
1092,9.002,48.927,three_toed,5.352
1093,8.182,49.438,three_toed,5.623
1094,10.161,48.421,three_toed,4.79
1095,8.427,49.907,three_toed,4.473
1096,7.076,49.276,three_toed,5.612
1097,7.071,49.912,three_toed,5.395
1098,6.656,48.806,three_toed,3.861
1099,7.67,49.409,three_toed,6.823
1100,7.873,50.355,three_toed,3.337
1101,8.954,49.695,three_toed,4.228
1102,7.182,48.685,three_toed,4.489
1103,7.638,50.415,three_toed,4.471
1104,7.989,49.042,three_toed,4.661
1105,7.465,49.466,three_toed,4.899
1106,5.785,50.179,three_toed,5.373
1107,8.348,50.761,three_toed,6.087
1108,6.147,48.85,three_toed,4.616
1109,6.311,48.775,three_toed,5.2
1110,8.875,49.806,three_toed,5.411
1111,7.027,50.433,three_toed,3.395
1112,9.703,48.409,three_toed,5.261
1113,6.395,49.396,three_toed,3.743
1114,7.19,49.792,three_toed,3.457
1115,6.437,50.286,three_toed,4.48
1116,6.628,51.342,three_toed,4.273
1117,7.939,48.522,three_toed,4.509
1118,7.427,51.08,three_toed,4.654
1119,7.304,50.539,three_toed,4.622
1120,8.088,49.923,three_toed,3.524
1121,8.262,49.094,three_toed,5.385
1122,8.277,50.937,three_toed,5.415
1123,6.79,50.034,three_toed,4.471
1124,8.217,49.011,three_toed,3.533
1125,7.915,49.682,three_toed,5.481
1126,6.975,49.589,three_toed,5.65
1127,6.368,48.698,three_toed,4.882
1128,8.244,50.404,three_toed,5.039
1129,7.12,49.59,three_toed,5.624
1130,5.436,49.198,three_toed,4.637
1131,7.84,49.813,three_toed,5.651
1132,7.506,49.739,three_toed,5.804
1133,7.237,49.743,three_toed,5.35
1134,8.333,49.892,three_toed,5.014
1135,8.399,50.957,three_toed,5.059
1136,7.102,50.392,three_toed,4.221
1137,6.349,49.126,three_toed,6.462
1138,6.365,50.907,three_toed,4.677
1139,6.01,51.132,three_toed,3.793
1140,7.292,49.677,three_toed,4.784
1141,8.154,50.899,three_toed,6.471
1142,7.195,49.905,three_toed,4.855
1143,7.526,50.524,three_toed,4.835
1144,8.227,49.78,three_toed,5.286
1145,6.63,50.966,three_toed,4.724
1146,7.284,47.19,three_toed,4.925
1147,9.105,49.361,three_toed,4.133
1148,7.678,50.434,three_toed,3.955
1149,8.037,50.567,three_toed,4.931
1150,8.72,50.188,three_toed,4.513
1151,6.879,49.733,three_toed,4.356
1152,8.096,50.031,three_toed,4.451
1153,5.599,50.751,three_toed,7.158
1154,8.564,50.884,three_toed,4.568
1155,7.173,51.386,three_toed,3.617
1156,7.228,48.849,three_toed,6.082
1157,8.149,49.721,three_toed,5.798
1158,6.77,50.642,three_toed,4.751
1159,7.676,50.016,three_toed,4.654
1160,9.855,51.121,three_toed,5.573
1161,8.131,48.201,three_toed,5.955
1162,7.6,50.77,three_toed,5.853
1163,5.925,50.485,three_toed,4.806
1164,7.247,47.991,three_toed,5.58
1165,6.804,49.416,three_toed,5.15
1166,7.602,47.146,three_toed,5.352
1167,8.199,50.137,three_toed,3.863
1168,7.971,49.577,three_toed,5.141
1169,7.441,49.113,three_toed,3.876
1170,7.636,49.203,three_toed,3.855
1171,8.602,49.875,three_toed,4.155
1172,7.924,50.065,three_toed,5.777
1173,7.817,49.692,three_toed,4.443
1174,6.463,49.462,three_toed,3.57
1175,7.841,49.025,three_toed,5.924
1176,8.826,48.108,three_toed,4.337
1177,8.216,52.451,three_toed,4.374
1178,7.365,50.171,three_toed,4.151
1179,6.655,50.346,three_toed,6.245
1180,7.608,48.942,three_toed,6.668
1181,7.605,50.018,three_toed,4.619
1182,6.684,48.969,three_toed,4.828
1183,8.883,49.799,three_toed,3.843
1184,8.133,50.258,three_toed,5.785
1185,7.298,48.321,three_toed,6.438
1186,6.956,48.481,three_toed,4.493
1187,8.616,50.394,three_toed,4.83
1188,8.132,49.726,three_toed,4.1
1189,6.904,51.864,three_toed,6.35
1190,6.217,50.666,three_toed,5.743
1191,7.056,48.578,three_toed,4.815
1192,9.32,51.833,three_toed,6.294
1193,7.597,50.453,three_toed,4.986
1194,7.66,51.37,three_toed,4.157
1195,8.4,51.659,three_toed,4.965
1196,6.273,48.753,three_toed,5.281
1197,8.368,49.961,three_toed,4.866
1198,7.5,49.889,three_toed,5.614
1199,8.257,48.459,three_toed,5.235
1200,6.488,48.601,three_toed,5.873
1201,6.663,50.533,three_toed,5.826
1202,5.352,49.778,three_toed,4.414
1203,9.049,50.49,three_toed,5.599
1204,5.973,50.266,three_toed,4.048
1205,7.015,50.936,three_toed,5.716
1206,7.157,48.89,three_toed,4.398
1207,7.464,50.037,three_toed,5.574
1208,5.784,51.357,three_toed,5.987
1209,6.949,50.666,three_toed,4.129
1210,6.718,51.1,three_toed,5.002
1211,10.39,47.538,three_toed,5.479
1212,6.607,50.555,three_toed,4.936
1213,7.278,49.187,three_toed,5.877
1214,6.372,52.389,three_toed,5.167
1215,8.965,50.032,three_toed,4.276
1216,7.415,51.528,three_toed,4.98
1217,7.175,50.015,three_toed,5.908
1218,5.702,49.413,three_toed,5.829
1219,5.768,49.044,three_toed,5.291
1220,4.444,49.956,three_toed,4.225
1221,6.908,51.543,three_toed,4.676
1222,6.511,48.541,three_toed,5.395
1223,9.056,50.818,three_toed,5.274
1224,6.422,50.94,three_toed,4.612
1225,7.552,49.493,three_toed,3.196
1226,7.338,50.529,three_toed,4.572
1227,7.175,50.565,three_toed,7.134
1228,5.837,50.305,three_toed,3.804
1229,6.055,52.504,three_toed,4.736
1230,5.69,50.194,three_toed,4.101
1231,7.352,48.294,three_toed,5.629
1232,9.156,49.117,three_toed,4.416
1233,8.115,50.24,three_toed,5.674
1234,7.961,50.749,three_toed,5.026
1235,8.181,49.715,three_toed,6.036
1236,8.898,50.73,three_toed,6.06
1237,6.915,49.996,three_toed,6.179
1238,6.779,50.986,three_toed,4.714
1239,7.118,50.371,three_toed,5.557
1240,7.166,49.701,three_toed,5.033
1241,8.398,49.191,three_toed,3.745
1242,7.891,48.442,three_toed,4.397
1243,6.779,50.614,three_toed,5.846
1244,7.437,50.808,three_toed,7.664
1245,7.193,51.742,three_toed,5.097
1246,10.117,49.958,three_toed,6.19
1247,7.773,50.395,three_toed,5.91
1248,6.654,49.698,three_toed,4.553
1249,7.886,49.192,three_toed,3.969
1250,5.722,51.121,three_toed,3.782
1251,6.724,49.078,three_toed,3.094
1252,7.622,50.36,three_toed,4.064
1253,6.457,49.628,three_toed,4.461
1254,8.276,49.896,three_toed,5.771
1255,7.147,51.293,three_toed,5.761
1256,8.292,50.551,three_toed,4.141
1257,6.751,50.677,three_toed,4.271
1258,7.588,51.863,three_toed,4.149
1259,8.703,52.135,three_toed,3.49
1260,5.766,49,three_toed,4.219
1261,8.506,49.251,three_toed,4.144
1262,9.071,50.495,three_toed,4.807
1263,6.32,48.824,three_toed,5.502
1264,7.931,50.211,three_toed,5.067
1265,7.33,50.108,three_toed,5.955
1266,7.338,51.015,three_toed,4.652
1267,6.968,49.156,three_toed,5.496
1268,6.501,51.487,three_toed,5.05
1269,8.431,50.245,three_toed,3.879
1270,8.294,50.347,three_toed,5.441
1271,6.745,49.661,three_toed,4.369
1272,5.86,49.863,three_toed,4.389
1273,6.423,48.83,three_toed,5.401
1274,5.215,49.473,three_toed,5.056
1275,6.416,50.135,three_toed,3.733
1276,9.229,48.123,three_toed,5.548
1277,8.679,48.005,three_toed,4.543
1278,9.677,49.111,three_toed,4.829
1279,7.511,49.463,three_toed,5.608
1280,9.276,50.115,three_toed,4.87
1281,7.735,49.51,three_toed,3.121
1282,7.246,49.399,three_toed,5.496
1283,7.555,50.802,three_toed,5.16
1284,8.022,50.327,three_toed,4.017
1285,7.692,50.774,three_toed,3.01
1286,6.644,49.654,three_toed,4.953
1287,7.745,50.346,three_toed,6.631
1288,4.929,49.379,three_toed,5.648
1289,7.108,49.305,three_toed,5.682
1290,8.139,49.842,three_toed,4.522
1291,7.43,47.35,three_toed,3.264
1292,8.078,49.279,three_toed,4.43
1293,7.641,50.406,three_toed,6.781
1294,8.022,50.643,three_toed,6.251
1295,6.719,50.151,three_toed,4.976
1296,10.138,49.534,three_toed,3.714
1297,7.445,50.41,three_toed,5.08
1298,7.068,51.746,three_toed,5.049
1299,7.665,48.797,three_toed,3.048
1300,8.834,51.36,three_toed,5.006
1301,7.701,50.302,three_toed,6.119
1302,8.472,50.725,three_toed,5.052
1303,8.264,51.388,three_toed,6.282
1304,8.245,49.46,three_toed,4.69
1305,9.542,50.08,three_toed,5.436
1306,7.146,51.245,three_toed,4.886
1307,8.682,50.116,three_toed,3.925
1308,7.421,49.463,three_toed,5.948
1309,6.176,50.134,three_toed,3.332
1310,7.772,50.637,three_toed,4.008
1311,7.341,50.998,three_toed,5.443
1312,7.017,51.299,three_toed,6.833
1313,6.089,50.194,three_toed,4.139
1314,6.038,48.548,three_toed,4.858
1315,7.799,51.299,three_toed,4.982
1316,7.325,49.121,three_toed,6.324
1317,6.363,49.305,three_toed,3.148
1318,5.856,49.308,three_toed,4.884
1319,8.421,50.674,three_toed,5.908
1320,7.172,49.686,three_toed,4.793
1321,8.711,48.68,three_toed,4.889
1322,8.997,49.621,three_toed,4.854
1323,7.079,49.18,three_toed,5.406
1324,8.374,50.19,three_toed,5.537
1325,6.774,50.116,three_toed,3.701
1326,9.118,51.046,three_toed,4.093
1327,7.266,50.201,three_toed,5.494
1328,6.66,51.454,three_toed,3.94
1329,6.454,49.172,three_toed,4.434
1330,8.662,50.566,three_toed,4.818
1331,7.682,49.406,three_toed,4.164
1332,8.583,49.615,three_toed,3.024
1333,5.765,49.636,three_toed,5.609
1334,9.091,52.169,three_toed,5.855
1335,6.632,50.913,three_toed,4.602
1336,8.098,50.483,three_toed,5.194
1337,6.08,50.882,three_toed,5.491
1338,7.051,50.782,three_toed,4.823
1339,7.179,50.525,three_toed,4.546
1340,8.928,50.601,three_toed,4.404
1341,7.851,50.371,three_toed,6.065
1342,6.685,50.116,three_toed,5.892
1343,7.047,49.163,three_toed,5.079
1344,7.256,52.371,three_toed,6.453
1345,5.236,50.641,three_toed,4.369
1346,8.395,49.527,three_toed,6.77
1347,7.919,50.22,three_toed,3.918
1348,8.601,49.438,three_toed,3.824
1349,7.09,50.932,three_toed,4.686
1350,7.099,48.852,three_toed,3.352
1351,7.19,50.092,three_toed,5.258
1352,6.326,49.545,three_toed,3.964
1353,7.712,49.611,three_toed,4.21
1354,8.448,50.152,three_toed,5.855
1355,7.974,50.22,three_toed,7.566
1356,8.713,47.519,three_toed,6.03
1357,7.843,48.95,three_toed,4.756
1358,7.929,49.317,three_toed,5.75
1359,7.22,51.893,three_toed,3.601
1360,9.154,49.685,three_toed,4.477
1361,8.13,49.706,three_toed,4.671
1362,9.915,50.542,three_toed,6.027
1363,6.526,50.323,three_toed,4.888
1364,7.249,49.811,three_toed,5.042
1365,7.15,50.16,three_toed,5.29
1366,6.525,49.274,three_toed,5.253
1367,8.706,51.523,three_toed,4.689
1368,7.116,50.376,three_toed,5.077
1369,8.209,50.598,three_toed,4.356
1370,8.078,50.447,three_toed,6.24
1371,10.151,48.502,three_toed,4.291
1372,8.739,50.283,three_toed,3.119
1373,7.625,50.358,three_toed,5.805
1374,8.774,50.541,three_toed,5.149
1375,6.888,48.843,three_toed,6.025
1376,8.786,50.844,three_toed,6.186
1377,8.618,48.218,three_toed,5.964
1378,8.153,50.961,three_toed,5.059
1379,7.262,52.008,three_toed,5.089
1380,8.499,50.552,three_toed,4.186
1381,8.214,51.108,three_toed,4.946
1382,6.525,49.835,three_toed,3.59
1383,7.626,51.657,three_toed,5.773
1384,7.15,49.968,three_toed,6.082
1385,7.375,48.076,three_toed,5.908
1386,7.628,49.988,three_toed,4.425
1387,7.926,48.478,three_toed,5.199
1388,7.696,49.155,three_toed,3.597
1389,7.569,51.55,three_toed,4.116
1390,7.753,51.316,three_toed,4.57
1391,9.432,51.167,three_toed,3.803
1392,6.486,51.246,three_toed,3.626
1393,7.795,51.271,three_toed,6.425
1394,7.475,50.231,three_toed,4.833
1395,6.232,49.206,three_toed,4.595
1396,7.124,50.323,three_toed,4.917
1397,5.024,49.995,three_toed,6.376
1398,8.014,49.947,three_toed,5.792
1399,8.093,50.12,three_toed,5.388
1400,8.079,51.625,three_toed,5.061
1401,7.547,50.035,three_toed,5.318
1402,7.438,50.059,three_toed,5.46
1403,7.959,49.794,three_toed,4.643
1404,8.531,48.429,three_toed,4.258
1405,8.208,49.035,three_toed,5.835
1406,6.873,48.45,three_toed,3.834
1407,7.344,51.27,three_toed,4.982
1408,5.642,51.918,three_toed,5.538
1409,8.324,48.961,three_toed,6.307
1410,5.294,50.337,three_toed,5.362
1411,9.131,48.962,three_toed,3.964
1412,6.698,49.443,three_toed,3.494
1413,5.919,49.421,three_toed,5.357
1414,7.35,51.033,three_toed,6.622
1415,7.172,50.472,three_toed,4.107
1416,9.149,49.191,three_toed,5.013
1417,9.245,49.248,three_toed,5.365
1418,6.817,49.896,three_toed,6.504
1419,7.385,49.567,three_toed,4.806
1420,6.961,48.297,three_toed,4.628
1421,8.743,49.316,three_toed,4.337
1422,5.944,50.334,three_toed,5.337
1423,8.796,50.154,three_toed,3.876
1424,7.321,49.14,three_toed,4.968
1425,7.671,49.719,three_toed,6.95
1426,6.01,48.016,three_toed,4.754
1427,7.831,49.375,three_toed,5.977
1428,7.806,50.431,three_toed,2.946
1429,8.057,51.09,three_toed,2.643
1430,8.788,51.465,three_toed,5.944
1431,7.715,49.651,three_toed,5.465
1432,9.189,49.021,three_toed,4.958
1433,7.478,49.421,three_toed,5.373
1434,7.691,52.05,three_toed,1.238
1435,6.204,50.499,three_toed,3.246
1436,8.39,49.103,three_toed,5.321
1437,7.031,49.484,three_toed,4.665
1438,7.72,49.743,three_toed,6.541
1439,8.184,50.205,three_toed,6.968
1440,7.726,49.561,three_toed,5.233
1441,7.177,49.321,three_toed,4.292
1442,5.419,50.503,three_toed,4.075
1443,8.429,48.941,three_toed,2.922
1444,7.042,52.359,three_toed,6.983
1445,8.817,49.427,three_toed,5.412
